0,768.119411101575
9,807.411325467879
18,767.770748840928
27,1407.75366278777
36,1622.97978783586
45,1484.16556775133
54,1500.95447681585
63,1386.33253610219
72,1197.46294174845
81,1022.18445723057
90,977.193709633368
99,951.36334491978
108,567.520187898408
117,653.312825789139
126,606.144472086758
135,590.630571222628
144,566.227645924185
153,555.53643367221
162,878.326217655867
171,1101.44533942532
180,1178.74521674193
189,1279.38998372596
198,1367.76491320161
207,1299.8978909394
216,1190.73564689584
225,1243.15295645017
234,1119.77403763835
243,1099.39564638392
252,1291.9763897259
261,1225.19742004352
270,1226.02719327786
279,1206.59658415014
288,1129.1084973767
297,1126.05910088069
306,1078.36223900017
315,1005.49904369279
324,923.939805836882
333,888.030304328955
342,723.186715977378
351,835.254001092469
360,827.355847772662
369,863.517397686904
378,776.929067853033
387,873.477660012345
396,956.470190900018
405,851.675007111513
414,821.061476764902
423,896.847724359021
432,821.76756442741
441,800.74899508808
450,820.817756088911
459,887.053718848777
468,777.789257094374
477,894.036888092565
486,824.862747278333
495,804.94863157837
504,875.631140729989
513,976.982570595728
522,911.737065173302
531,861.699343700952
540,880.474336658356
549,1029.07998386276
558,1034.85728376058
567,1051.50624311435
576,1114.02138488492
585,1150.45855700909
594,1133.88265107245
603,1348.59308977758
612,1328.37791100752
621,1249.03556468446
630,1259.94338132377
639,1238.58058068327
648,1186.63312660778
657,1152.90330836887
666,1097.15425719993
675,1072.70119982651
684,1087.88386029191
693,1067.70679397796
702,997.572904521294
711,946.894475324667
720,919.136536063779
729,970.451995689236
738,945.418507024018
747,960.212228356153
756,966.724279626807
765,980.667856013731
